"identifiantUnique","nombreAbonnes"
"UCYFFV3zkjCNgPVE3zFZWacA",42300
"UCPnlBOg4_NU9wdhRN-vzECQ",224000
"UCyWihjzNYy0JFf9jwcVYU8Q",212000
"UCzkxy1-4Z5qHNzmRA5H15qQ",142000
"UCCvSjp3jU5vSJTxXJFkXY5A",86100
"UChR0kS7J_xz2cm_n9r_HgXg",210000
"UCVwKxoAQXXSbc0brjgaOKgw",12700
"UCj2hyNWnTkCuSa5DgAjPMIg",183000
"UCvWryM6y_NwmqdHdZ5dI6ww",127000
"UC9t6M-VxLZD1--n3ds4fbJQ",5750
"UCyX-wMR1BsN2YHQYR4t4GVA",63600
"UCw8Fc5R0Q5yyS3KrDCPM3xg",430000
"UCC5GjrgEYiZ-Eu5nhHQeuNQ",79300
"UCZ5JH5f8ODllQjrzgqdT5Dg",160000
"UCEgYhf84VjXDz-W7a9-rdCQ",653000
"UCSmOV--kVkQoPYypj3Jgb7Q",115000
"UCAeWdyKJXGWmVAXFpgLNNTg",1990000
"UCnk4JRxnL2Ga7558IfR-xkg",31900
"UCpdK1NLHxEUGXc1gq2NxkTw",9140000
"UC2avWDLN1EI3r1RZ_dlSxCw",1140000
"UC8Rt9yXidO9DxDJ86Umu4og",1220
"UC11eiKLw3kKczfPur0iVFvg",668000
"UCjja005S4C97ap4v6cceC1Q",14
"UC8dxVgZl9u5HeCOXnosCtuQ",1170000
"UCf9ZbGG906ADVVtNMgctVrA",402000
"UCQfwfsi5VrQ8yKZ-UWmAEFg",2940000
"UC-k66RKdin3sXYyus0xKVMA",47
"UCr-XR5dLTukvOWoJgadbnYg",84100
"UCjYN7wKo-y3T6rMMyS5p2wQ",409000
"UChLnfgAqCNLvz5DSFcnngNQ",11600
"UCqT8Vb3jweH6_tj2SarErfw",24400
"UCIEspE-7kyeLkd-C1tSGBIg",324
"UCqwpV8sprCEp67wNPP7wRZQ",3380000
"UCSI18LsgS8_3rfyD98nVMbQ",553000
"UCF9R3Ln-u52vUdSO-pFdETw",429000
"UC9toWtCr3GW6B7dlOkDo3qA",195000
"UCLPpTmjcnD4NCIfohwYi3OQ",10800
"UCsOqLb9_cPFIBKt1eJi8Jew",703000
"UCrOXPKiTSfjY-z7y0MeR05w",795000
"UCpj2rNWB00nor00sn-R6nCg",7680
"UC0aqEQjvoXXWjPWMW_XKa5g",14300
"UCdUdP5BeOsua_j3u-0ZbL5w",1340000
"UCDnqgaU4v-ZqVJr5uHN9SLQ",803000
"UCoi3Uk6JtP9QgA5BRwnh6NQ",325000
"UCYrY1uZ6DqStCPPg10Q-S4A",383000
"UCc1l4CmFY7ZNS1Vcn6YtJfw",16700
"UCIPPMRA040LQr5QPyJEbmXA",42800000
"UC8-GNhSUPo26_RHQpZh0S_Q",40700
"UCVOpX2P5wygh7sB1KXgh_5g",298000
"UCAOW999AMn4fVumq6Le9YOg",4290
"UCQ05B2_VUQicdYe8xXdS3Yg",515000
"UC_EoNNtnkPdDSJVjCrB8oGw",102000
"UC7J6cl4HFA0IXXuQpp9Losg",8
"UCQdSC4folRoUuPC3iiRkfFQ",3360000
"UCLmOVEa_LdxbGyUOLHxZ6CA",3030
"UCicSZTMCesYkoNgkGhn2KFA",128000
"UCYLdPHW_56rU0uVWITFWHlQ",2150
"UCcLpXM_2ryswptdoD8X5qrQ",2830
"UCmFQwGOLKSoRUDd2sOt8cbQ",3650000
"UCeDM7WYgiR2amEr0TNrBlTA",67200
"UCo5CResZOuKxO2_1QMd0q5g",50500
"UC94CNJJYaHeJUUYpj41QgQQ",318
"UCV9_KinVpV-snHe3C3n1hvA",19000000
"UCOU3TlM6TgDPGH7JfOmQnng",21100
"UCRdNtpJTK3aNNpfY62VTjrg",1420
"UCQFFmHSGuP0SE4YZDNKHwKg",699000
"UCynG5lKcp8Bh8Y47PNWuaXw",179000
"UCCvFLXxoSEP1sg6AdVcOwLQ",107
"UChntGq8THlUokhc1tT-M2wA",4710000
"UCVykDy_UtjWT6NVAPCB_UMw",5310
"UCstEtN0pgOmCf02EdXsGChw",47300000
"UCl7XaHG-l21324oUFk8qpTA",133000
"UC_7K5gOJJ3urQR53ltIck8w",201000
"UCY30JRSgfhYXA6i6xX1erWg",26600000
"UCqx-my2rOoQuEOHKNNgNppw",1530000
"UCUpZqkBjegJUd1Woy5dkPnA",288
"UCqmugCqELzhIMNYnsjScXXw",4550000
"UCN-qGJtXJCiG0mMXR2fga6A",959000
"UCYMWo_RKrFOP472SPN5o8lQ",31900
"UCQ7Lqg5Czh5djGK6iOG53KQ",743000
"UCMsFcQSMeP5kzDuAC71a1Lg",236000
"UClv8l2Oix3LF4TbPO_qq4HA",1840000
"UC_x7nc3Vi4BPgmNnMsz774A",127000
"UCFhXFikryT4aFcLkLw2LBLA",6260000
"UCcjoLhqu3nyOFmdqF17LeBQ",2340000
"UCQXHTFnQYFTqN0MqmNh9EIA",465000
"UCQd-8A92w0zGJZ11ABQNj2A",16400
"UCYQxudE4A1NBTeI0_fz27zQ",394000
"UCYWIEbibRcZav6xMLo9qWWw",1020000
"UCPEkFwuLxBDq_DK6WFiw9PA",104000
"UCGE9M2dtynDJoXTq17Hebfg",8750
"UC8jkbVLPvztz8TuE98OYo8Q",485000
"UCAiLfjNXkNv24uhpzUgPa6A",23200000
"UClel2ISjvyWbZDe8sUPfbhg",23400
"UCSb5Ng7kuBUR8C0sf-eH3AA",15600
"UCrf_RWnrPuIb3bhaZjKs4dQ",153000
"UCiEKV_MOhwZ7OEcgFyLKilw",791000
"UC3Nao2UFY0f22MyxLWm9gIA",5100
"UCuCELS5-48uP1plTxlOJZQQ",252000
"UCVKmKX7o2BAGT9Bt7CQI0pA",9300
"UCfx-zJb69563vi-yLGhKwew",300000
"UCjtUS7-SZTi6pXjUbzGHQCg",1370000
"UC3kII3Y6vkCCptrDGGOQbjg",20800
"UC8mAFu8AQNdJfiBS33qWvTA",192000
"UCccjdJEay2hpb5scz61zY6Q",1110000
"UCZq7hlL6qYpAuYSbTe7Xx_Q",285000
"UCe0hskt4Q5X8nA02jDZwr9A",1420
"UCT4u4nJ1s-oJVk7anILgJ_w",24100
"UCurvRE5fGcdUgCYWgh-BDsg",4010000
"UC5wTMCeHBs-SDjXgJseAcZw",1190
"UCQpbsCYqUl-KfJL_X_TDrHg",128000
"UCd8iY-kEHtaB8qt8MH--zGw",1560000
"UCX6lvxH93IE-5QxTSc6uWeQ",1050000
"UCsg-LAr2zq645RNFVBjA_gA",373
"UC1sAQpHqHy4SV6ZSu98xGmg",1100000
"UCvQsElS4dKUZhebiWGNx1NA",1010
"UCexIDyGQQ99AhA2ZcTnxX5g",363
"UCx39iZ4neB0EaTN2O5ifX8Q",4550
"UC7rAgzIcMsy_hPAuH7lCn3Q",30600
"UCHk8_wrGuggjspqGveM8WxA",71500
"UCjVLCcrQsYX7Lu98pOcP3GA",523000
"UCWzxRQH_ymfY4UL8apj1q1g",22500
"UCFtaxL-IZiZHJqzxvv1LmZQ",1260000
"UCKbYMCrlLJLcmU0l2GG6zjA",94800
"UC4sf8XtH_uXnwNP699luQVQ",1290000
"UCgyeJxD05YnoDquRMNBfBqw",1180000
"UCf-cpC9WAdOsas19JHipukA",607000
"UCEcKnF0YatUYlVgkJyh431g",154000
"UCzaH2qUNygNlpWjqOhG_K8w",5060
"UCR9M5Nh-CftZxJZqfcNnIYw",411000
"UCArLZtok93cO5R9RI4_Y5Jw",9520000
"UC8CbFnDTYkiVweaz8y9wd_Q",3290000
"UCvhPOG7sJjxpvfW3F2PLfIg",295000
"UCDGB6MoY1PIuX5oHJSH9Cgg",1170000
"UCmQnyzEvWKrRA9hFatGvAjg",173000
"UClOZoLNwJVdNzkEhzeevBSA",806000
"UCes1EvRjcKU4sY_UEavndBw",10100000
"UC5CLhy3lOMqKDBSPg_HV_5w",44
"UCE2oY4S4wOu6WofU2YbfWsw",2670000
"UCxMi-PjpaDZBWPF4wJd8QqA",53000
"UCOgGAfSUy5LvEyVS_LF5kdw",3840000
"UCjHQDpOQYcsbahkI2yAmxjw",651
"UCcaVClI50rGZmbYMhoSSDGA",451000
"UCgZr0t7vWid794w2laibruA",16400
"UCdNJzw3v17ajqPgjzy32B5A",351000
"UCwbgsRcgvDwIxZSfnXCaoWQ",88200
"UCR9qQMyP86aSt-1VgaMg7UA",1910000
"UC0-QuVLhCc4hmJaiLSCMwcw",52200
"UCd9rf9kcme-JcNOYSDG0y3Q",5950
"UCOvzv8nDPL4Px_juRAdAOKA",329000
"UCExBSxihtmkHC-WolUVDbwg",1610000
"UC5k3Kc0avyDJ2nG9Kxm9JmQ",1440000
"UCokOmKCQAugpV1t6lombFFA",124000
"UCWCEYVwSqr7Epo6sSCfUgiw",827000
"UCqk0H70Ct5EWfSutgXNV-pQ",770
"UCsNGtpqGsyw0U6qEG-WHadA",1860000
"UC-MxW86gZPslwwVK8fg3poA",508000
"UCeEIYDy-prqjlMs8cntOC6w",1780
"UCdhK95UIacBxxtIPdkxGL0w",36900
"UCmG76crr1AUmU-nRRO8EKRw",633
"UCLcuvC6Mr63AqwiiXDkwRVQ",6960
"UCfXWNidHxYBYKnpKzBhKfDg",7560
"UCMPtzN8fnhHLpihCT1QvFZw",34800
"UC3pzrBsssBGKDGWtoWHIYnQ",121000
"UC9wrYqJmV9eiEK8ioPMWaqQ",4990
"UCYFn2Xakpx8drOWkMO4AGuQ",57
"UCcsQYra-bISsFxNqnd6Javw",30500
"UCqECaJ8Gagnn7YCbPEzWH6g",57100000
"UCy3UxiPBY5i0R4hY_7n3GEA",714000
"UCsUSffSkOgPT43rKqRuydIg",9900
"UCPf3WRcADG6ThY92mai7Zsg",12300
"UCr2YGSi6k38GdeVzwXpbmmw",414000
"UCGaus2Sz1c8nKayvTDkhg9w",83100
"UCJTAUPyJsdpyDrM038plNZQ",393000
"UCTmEgdYwAsORjFx6GRaLWtw",14100
"UCzR-rom72PHN9Zg7RML9EbA",2900000
"UCShOdl_coAjwh30iKzeLVCQ",8420
"UCoBa7TcyHiof0StfphDlnAQ",353000
"UCkoujZQZatbqy4KGcgjpVxQ",2380000
"UCIzoDpO3l0gBElEI8IIpkIA",1540
"UCvwd8ip8psK850ocD-Re3Fg",651000
"UCu6mSoMNzHQiBIOCkHUa2Aw",2160000
"UCQstdMawQNSGBTlaP8FyIFA",305000
"UC1QYG1oY9Bj85YgrknaSfGA",76700
"UCtiObj3CsEAdNU6ZPWDsddQ",11600000
"UCgiFLGoKetJTMge4dbXY7Jw",424000
"UClhfSftSlbo9eHXJWNDcfTQ",15000
"UCTn145pkiWKmnDg_w3yf3Ow",2330
"UCnSFZ-olBoLGLRUS_3RI2Aw",21300000
"UCZHhLyDll3hYHC0pyjbWFJA",76800
"UCSQbexmT8yTF_9NWrj7swTQ",189000
"UCfeS-2djwqoUcFGDz80JWtg",232000
"UCkwGx3RjISDU6RKQhPtHDaw",17500
"UCAhtjbcxLtZtdMpVV7hhOIA",2740
"UCu5Usy0r2vZtCHEcAXey3-Q",14200
"UC5lUhGpTxzXDftDCeFv3WBg",113000
"UC2G8REbKPoNsft4Tqbkfx7w",33600
"UCErBHLz6px_G3Y1_IUPH1Fg",3730
"UCSYe8ZYSBiDN4bz5iP-uzVg",2210
"UCI_0x9fMt5cJxsDQSaBLOeQ",31200
"UCzzAVK6fJKnt3yUb_ohqooA",66500
"UCi87kxosIT3wrnEA-mv4jWA",5890000
"UC1IN35R3ssiWhJ16gfVGdbQ",170
"UCz98WUC8uWURqbNaTobcRbw",263000
"UC_j0StLRenZtySv-8NUdXbg",866000
"UCNZbUDlqAQDHU_CU5QT3asw",1660
"UCQgGmncyxqwgH3tG-GFLNOw",77300
"UC7ocpC-R1X7kAjMG20TARqQ",781
"UCzrdtk6p4SaakMz2ZmOkCQQ",1590000
"UC7wBAlGyHm3opFgEtUYLYlA",196000
"UCZym84-cGUKAf1T2isIIXvw",1050000
"UCVSHXNNBitaPd5lYz48--yg",968000
"UCGxjDWAN1KwrkXYVi8CXtjQ",2890000
"UC9p2eY9F8OngddpsbN5sCcg",184000
"UCe9XQPVsBYVrqjE7t5Hc5eQ",28200
"UCMki_UkHb4qSc0qyEcOHHJw",6760000
"UCVTQuK2CaWaTgSsoNkn5AiQ",2880000
"UCHD1jo5RhijLfx5-0Ehe_cg",865000
"UC1zZE_kJ8rQHgLTVfobLi_g",12400000
"UC06JnFeyjkGQWivm8I0slRw",18800
"UC6nSFpj9HTCZ5t-N3Rm3-HA",21400000
"UCg-p3lQIqmhh7gHpyaOmOiQ",5910000
"UCfkXDY7vwkcJ8ddFGz8KusA",11000000
"UC_q-UNDJeEBSHqKzAP_8x_A",1780000
"UCLkAepWjdylmXSltofFvsYQ",77700000
"UCdhpSU6k5mRE8okyK3ZdmeQ",96300
"UCAXUk8BQRT0YILZ6q47sgpg",1230000
"UCbIaRQEIQ6Wnvg5Hps2gRyw",581000
"UCr5-YUqBiW7PUmeAtxUWuRg",4040000
"UCviz32iv79p4toDnbXqe2jQ",12300
"UCCiV0FmfqgLRC9zYjj1Q4IA",777000
"UCQ0dGNAocLncZpOsYtnPNww",3750
"UCZMyWT6FtpSn_d5x1xkT_5A",105000
"UCMetIbaFeT7AzX1K_YOGEjA",589000
"UCjxExztw3c_PeIt5BYW17TA",50900
"UC7Dvi_dfSZgGWU5xrK8TF8w",400
"UCRaK76gvF2D0XEoH0l8C1tA",3140
"UCNr8IWwgrpdpZnCRBRGaC1w",39000
"UC4AnEj7Pj9ODVhwojHPqAMA",220000
"UCEJpsccgPoP90jGQPz35KDA",140000
"UCTtEhdlWz5erVK734-Gn0VQ",854000
"UCRRtRg9N0R0WHZcyPZGiLKg",6810000
"UCUdKQXtKb1me2Gt1nz6tzdg",7930000
"UC-FHoOa_jNSZy3IFctMEq2w",730000
"UCvdWmAe3PwSp7C2J5_xzr0Q",257
"UCUDrb4BLpO0sjxoaWARsdyw",62700
"UCIWZ1_W5BqsvW9fm1cYFPpQ",8860000
"UC68DIXWCmetC8N5J_Kc5gjQ",1270000
"UCbsjX51s_u4bb4CVopdaRjQ",70300
"UCt2V8QAZIXSqqzukBDQCcdQ",55400
"UCGwjw-6FG8Iza90odPd9RnA",100000
"UCaiPWYj91M1p11bUliFA_VA",139000
"UCAxBpbVbSXT2wsCwZfrIIVg",358000
"UCivA7_KLKWo43tFcCkFvydw",836000
"UCOOnYzdkk8_0xa-NKPAyCYA",625000
"UCsF-sFa8cd5Z_DxpapfKeLg",203000
"UCSbfkVePxFLi3rAPH_3xaQw",102000
"UCLdXZU1bFk-BzztF7i6WvSw",1240000
"UCAI5QLNSOSzOQTYCyNA06EQ",2780000
"UCp1VWSTrt2cUBInkn4dUmDA",2510000
"UCvLaRcvwQq4RCX-ER_zEG5w",1270000
"UCXZ4q2SFhWkMxbkN8QgVKIA",734
"UCPDis9pjXuqyI7RYLJ-TTSA",16900000
"UC8C6QOPDVYwmuaSBZksefdg",385000
"UC02-B1pxlhBBgaLI77qqmeA",1040000
"UC2yvEEV2IqFJg2IW1GCMmXQ",8690
"UCIso8-4wi1GoBLPh0XfQ_cg",412000
"UCneSRu3pH7kwLPCR5PgEBzg",102000
"UCo0JkLU7BBAjNDRdBQpGjfw",51400
"UCTk1t7lH8MiEQ_DVidXHgig",1060
"UCCqASHJXWs5_Lst_jWp40dw",585000
"UCwbtZdhuhANYFNRPa99-16Q",186000
"UCxaVOVnhmT0-HCUv72jtOTA",5310000
"UCjLEUdJ03OaLE3wN_LdR9AA",52100
"UC5qUhMoqke0mnJtgVoEn0aw",433000
"UC1b3_sjaoNsCeoudk5dPq4Q",39700
"UCJ04m06GHw3DUDQG6chCAUA",160000
"UCOVKJdzghm2gOnuaGeJTonA",55400
"UCiUknCmRX2Y0AKIVXNK3XvA",200000
"UCNWYi-14c43fAug9IwQSQMg",132000
"UCcTt3O4_IW5gnA0c58eXshg",217000
"UCNWiQugoKurAezdGuIQTSww",151
"UCu8vQWXzVeHT9AMtsRtE_VQ",9400
"UCCbTZC4d_B5rGtgI_1A1MmA",425000
"UC2KIpe8yRW9nE5o4y4cZ3sw",23900
"UCQjtnQbukuDUnsf0UkBbiFA",519
"UCTcWOtBTk11h8AZEJMf8a1A",33
"UCVHowNRI2YeOlTDsHS9SlbA",6430
"UCq9xMn8vudIEJpJ_orJryRg",159000
"UCwiQNfQWsp4v4N2GRAhTAvg",958000
"UCAaegDUlb7doIKo0Rc1F08g",3600000
"UCHYoe8kQ-7Gn9ASOlmI0k6Q",5350000
"UCWZmCMB7mmKWcXJSIPRhzZw",10300000
"UCpYQSQNqXna_mwXedfGEaaQ",55600
"UCKk6WlWbVupuj044ezm6IGw",9530
"UC4rasfm9J-X4jNl9SvXp8xA",30300000
"UCt92f4v7N5OedTrKQVoB_aw",3260
"UCZUMMgZ8Er-vfNh592nYbFw",18600
"UCj-Hs9XuzY15HE1q5R_GnJQ",4730000
"UCZXdCIBxa1J0mFAWTxGHyiw",292000
"UC8fVpqECc4GVDmaxUniRi3Q",627000
"UCj7bU5FiklfScAeOXfUuIDA",189000
"UCe_FhoPnvWiyrJdkoDbTRQw",22000
"UC-_VTaWqRsZ1nzZLHQIGwQA",516000
"UCeBkjIAAvcCipMLhvFt5rLw",1370
"UCNCJi6Ne2MaZ0qDI7_ZX2hQ",515000
"UCQhSW4gFo12BPqW0wMY6DSw",698
"UCuJBpMyxlmemsQiivWPcGrQ",4120000
"UChWv6Pn_zP0rI6lgGt3MyfA",1430000
"UCIIP7HpZewRTKQGaHTP6x8g",339000
"UCPFMcvY1zbYl1Md0r44HpCQ",757000
"UC-_KiH_Z2yerhAD_cAjAMOA",3260000
"UChhKBlh_wvspTh5n4mL0b5g",738000
"UCs-QBT4qkj_YiQw1ZntDO3g",5110000
"UCeKum6mhlVAjUFIW15mVBPg",218000
"UCbZNaQ6Pq15Rmpu2NqWzquQ",356000
"UC-Yq72UvY1i5-DFZIFzNIMg",204000
"UCofZ8L5v5Pw_zDz8CHBQ6NQ",48400
"UCjF5e5eQPCToV0UYB0P0dMg",333000
"UCJHtuBm9bkqSYHbNZTiHycA",723000
"UC4YySfLvqvM09nzyJAgFvfQ",7290
"UCzEaIT_yUdxixGEc8mINGmg",280
"UCMpj6iUMCMhB0k4L5EcxJwQ",461000
"UCHudN_9O_OD5KQIueahpYvg",141000
"UC7htuVs06oduI3xSfTdcxPA",1330000
"UC2PsVgNHWqGWVqE9sQSx5IQ",6660
"UCKsFZFfKOy33O6dut9FglzA",1280000
"UCaRstJ35Lw6TvgTcekT2Z5A",164000
"UCA1w4f2JMiZIAmM2bRgkvuA",46
"UCB-GdMjyokO9lZkKU_oIK6g",864000
"UCL1SJbXRPX5d14pEm2UoHCg",3310
"UCVe_RrR9AMeY6Z8ixOv5gtw",541000
"UCH2c0ynrljAA-jW8tq3u3HA",221000
"UC2gB7YCgfHIskI3HsY1teDw",710000
"UCd4mTFLK9Ct4bgLlKAbhbcw",196000
"UCM8Y_V0jqqYS6dLwMoRO9FQ",129000
"UC7qn3NBI3XV7d8I3cvZeABw",813000
"UCnQpW-puF4ISXVeytvf6NXA",649000
"UC3sznuotAs2ohg_U__Jzj_Q",13000000
"UCWbxF_abVD4T-V8aFHzCbtw",197000
"UCb3tJ5NKw7mDxyaQ73mwbRg",6240000
"UCTcLKZZO2SKC5x-ovkrwZcw",522000
"UCCKuLtumYbtQsSRASl9H_iw",239000
"UCFW4lHOo_hiO3Two_biR8Aw",210000
"UCs_VNu-FQ0WcJnD4QkmIL5w",624000
"UCdpbqw5DPdBfaeByMF2Re0g",423000
"UCvYuEpgW5JEUuAy4sNzdDFQ",443000
"UCJ6td3C9QlPO9O_J5dF4ZzA",7520000
"UCHWaltj50Qp0MauuQ04vNaQ",402000
"UC7hm6TorI7BMD1-IxTqyhUg",35700
"UC4O9HKe9Jt5yAhKuNv3LXpQ",1040000
"UC7muJQNjKAQh0n6bZdYVGKQ",236000
"UCFs-W8rHkGS3xkEA0EWZvvQ",342000
"UCOwtpxZT8kXYfoj0W4XBrjw",80200
"UCAalMUm3LIf504ItA3rqfug",201000
"UCeiYXex_fwgYDonaTcSIk6w",2880000
"UCLAZmh_ZIqeBPSZ3nkm5oZA",3360000
"UCDvm7YoLE5r3ZZ6MWyD2vGQ",4070000
"UCcAd5Np7fO8SeejB1FVKcYw",10600000
"UCisWUR5UCMcxz_4zT6mI3kA",993000
"UC1DoqbBY6dl8CEMVV9SK2FA",653000
"UCWWwXggCAv3pm7gR-i88P2Q",1030000
"UCwNJt9PYyN1uyw2XhNIQMMA",375000
"UCG7J20LhUeLl6y_Emi7OJrA",793000
"UCjdAYF0YwUbwIMXcy4mUEnA",424000
"UCwdVyruxCCqMR4DtPLhtwlg",1710000
"UCDgS8qcoxMdf5378nA3odTw",890000
"UC8MtQAo0KomzQymwgHD967w",218000
"UC8EfV0PF-4HBpXH_hCcqODQ",90600
"UC6jKUaNXSnuW52CxexLcOJg",22000
"UCfeSi3whnyRZHa2U8y7-CGQ",226000
"UCxdZHogIWneOJOGxHGNuxjA",29000
"UC9ZkjGh-nSOL09eFgWI-kTQ",282000
"UCO39zTYpvWL5jx2q15Ma_Hw",935000
"UCCMeCQ4wtdwQuoH7TNThL1A",9000000
"UCnueMliL7Ooj-mPSa9DiRXw",42300
"UCXgTH0LC7fYoJaJKLqSJzTQ",22800
"UCI8ltgfyFNyBCPq0oUkmdlQ",12000
"UCD3CdwT8lTCe5ZGHbUBxmWA",753000
"UCEFymXY4eFCo_AchSpxwyrg",922000
"UClH0xVO3zOfYdGjoPU6S2hw",470000
"UCVu1acqOmA_EsUgYWrSDptQ",841000
"UCPtLtJEoVSzd-zMlZaluxEA",3180000
"UC_5iXjMizQ8gxzbEIV3TKCQ",137000
"UC-Z6xQimbZ0aV8A4HqeLZeQ",1080
"UCL-v69uZmWVZs_prc43RmbA",3070
"UCJZpPG8wegZJ3rsnc6-Bpnw",378000
"UC9oEzPGZiTE692KucAsTY1g",943000
"UCdTyuXgmJkG_O8_75eqej-w",3760000
"UCtd-OBTVMAH8I1l8aDf2IIQ",95200
"UCfFsZu7Ed20xKDOmzdpF3EQ",6520000
"UCQ4n-EMRXV0L18cmW5jDh8w",275
"UCh1cd3utbYKTbZwnPZOiYtg",535
"UCOc2A2GJ9-WhjZSUO3nVEgQ",508000
"UCUXNOmIdsoyd5fh5TZHHO5Q",394000
"UCtESv1e7ntJaLJYKIO1FoYw",1600000
"UCVik6mzTCurdJmvdj5dCa7A",86400
"UCStPXwuYhdUu-B6fkVgi3vQ",84000
"UC4z8ebB_8MJVPdGxJ7ds7Hw",19100
"UC_IpSl6O_-IRAA6fiNs05Gg",3020000
"UCWB9N0012fG6bGyj486Qxmg",277000
"UCDVYQ4Zhbm3S2dlz7P1GBDg",12800000
"UCL_AAt7DuXaF-eMtjygGWLQ",1580000
"UCks4m6NPNDwWMb6B5B5QaXA",210000
"UCqrimRUsQ-hTI8ceDP9c3FQ",1890000
"UC_sckRvQfppHJuPPuCUQlyQ",16400
"UCDYT9mM3L_ByrPYMyl0MGGg",556000
"UCOCCcqrqdsEqlkMjZwEYwSA",171000
"UCZ3vyIYUy5yK0i-RJwpdoSg",2930000
"UC7XihE_BmkIt7T1oQ5YwoKA",128000
"UCmm3qhYkdW699stV_28TQpw",425000
"UCOsw8OTNbXrtTurx5c3RDLQ",41500
"UCIscXq211i9KTEOvh1B0_PQ",327000
"UCVswAdjz8Ho0y24eVarY5wg",1870000
"UCGh9zg0zvyF3GqHeR4WR3Xg",253000
"UC8KQ6_RNAvc7a3B5hZ980iQ",1240000
"UCE4Y8yGW8ht4YnNJdkVwndw",67000
"UC1bfUXsY4-jSnCE7BH6LVJw",8320
"UCiCvqnMLybGCX40vU9AEy5g",715
"UCBvjIj1ZtZTsJE1s25Udo4w",103000
"UCDLadfrgBz_OymcQwbVB5CQ",18900
"UCYdoGv85hK9YjUmtOvetl8w",28100
"UCpJ__F0ei-CtLXTW-n8Lq6A",1190000
"UCla_mOLoJa3Pf1VhtHHhn2Q",9680
"UCEN7Ij6ZaEz2c7rpLwblL5Q",2240
"UCW7VJ55_UEp5WzAbWCgXkYg",72700
"UCDz_KnF2pM3M93dsT_v2Zfw",37500
"UC5v3cXWwTABEadbpbE0C4Zg",2920
"UCKvn9VBLAiLiYL4FFJHri6g",14100000
"UC-77BbPxCM8qJvNF5KMJyKw",467
"UCMs0N8z8MUgU9VITGF5YJXw",1320
"UCcpgHfxU7kOwsnnFKs8Yl6A",739
"UCNNdYhLEd4aAivW_V9GNOMQ",135000
"UCdmMHwDYCtPnMrsE98b5vbg",16600
"UCSuN7A-OeJY4-nfffWqcxEQ",3280
"UCsvtCEteOBppQ4TeqAiV91w",45000
"UCkU5De9ZUl0aeNZ7k5fTASg",413
"UCmdmZp1K_kjXYBKgyqg_5LA",655000
"UCq9tGv2_ZZKaE2x9CrNNAKw",76200
"UC9_ou34ig4iyCrfyNMr95Yw",1670
"UCa3eZjczmh0CIMQNTEgVQgw",209000
"UCBwd-LqxhLOL4rUr3kPW3TA",48000
"UCQoDXQ4Z2Ie3fTPrpjfT97w",124000
"UCMe7IA5pu3NzU5gqQT_OV4g",22900
"UC_N7JRHl4g03D4kH8-X09fg",105000
"UCzyY1NrHxAof92dQyq7xV0Q",8220
"UCzNN5amXsxsGzuehTXUYTrQ",462000
"UCJPZCp-OxhkpYeG6YMHghMQ",22300
"UC_J_2HxLExDed9fITZTUDXQ",1780000
"UCGo1S3w2KjX7xKyGSOf4TMA",85
"UCFXww6CrLAHhyZQCDnJ2g2A",254000
"UCQmzgjEb7X6--w7CSE1erJg",4030000
"UCFLFc8Lpbwt4jPtY1_Ai5yA",556000
"UC8Ap0a-VRZALdStTdipHGuA",49700
"UCW_mfTUkOy_JruK0HCkcQug",6190
"UCbKo3HsaBOPhdRpgzqtRnqA",151000
"UCrb4wKcfl0iT4zHOFg7TuLA",1660
"UCpHP6IJxxVqAtfq15h-5Dog",516000
"UC7_gcs09iThXybpVgjHZ_7g",3060000
"UC-kw6VaOl2VqgCN4MMDIwRw",6720
"UCA19mAJURyYHbJzhfpqhpCA",3850000
"UCEU94KKuJGXDN-Ym1fkpWIQ",492000
"UCOxmlaJURX3nq8eLuJPbl3A",289000
"UCK2sayqGaOW0rmL4nfXrmpQ",204000
"UCtgSvfKUdRiHffYO-MrOczQ",130000
"UCvfqpaehdaqtkXPNhvJRyGA",448000
"UCGkpFfEMF0eMJlh9xXj2lMw",20800
"UCdXcp6-l1R_BIBQsHgqngIQ",592000
"UCcPzGiQXZzaVMO9TUdo7bLg",470000
"UCfyx1TFKewdkj3kPBaoXC-Q",393000
"UC4qbmWcdf-0OI9RQwgllM8g",590000
"UCMmkYBhrcPPxE7AtcL2j-Ew",47000
"UCHSJkx1U6-ZNVDBo5ps1o5g",662000
"UCG0__4AhnoCWRH7TPO0PQyg",800000
"UCYTgDQWuWvmDdVSP8cl2NoA",14100
"UCtkIX_ZckgI-ltOEp4m2NCA",100000
"UCBhQuxcHU3aydk_zTXcbdTg",138000
"UC8oC7Yiz0WkH3PKb3GW42XA",143000
"UCafxR2HWJRmMfSdyZXvZMTw",596000
"UCLZc32yrTEMxH1ZO-6fKOzA",2870000
"UCRTNrJE86bHQQYkYQ8ZX3VA",321000
"UCpJm53TsHOItPdfH87i7_7A",164000
"UCMXzc5fADodNEdkSbHXZlpg",112000
"UCB5YIBsUbRuYAlINoT4m88w",114
"UC8k0m7iO0s-aLkVnh9r9VCg",90800
"UC8DA4o0SyaGfyVaBLbF5EXg",142000
"UC3MQCsbdLU_IOKDmyadix3Q",2690
"UC2pmfLm7iq6Ov1UwYrWYkZA",20000000
"UCA5oR5TL9bX6JUZ_0jtICjA",438
"UCcoTUFmizJqmZA3PLft2zRw",83
