"identifiantUnique","nombreAbonnes"
"UCDNO55GSHm84jAvj9HDiHWg",131000
"UCyouSlyNTfwX_pnGvlfIL3Q",108000
"UC1kvvdjChB40wuzcynmgsCw",347000
"UCLXzq85ijg2LwJWFrz4pkmw",2590000
"UCyR0mCuTq14PIVadirooX6w",158000
"UCnD5lTlF3_tMTs5br5LjXXg",24800
"UCPL3Lg6TG4WAj0-Voe5E2pA",69000
"UCBa659QWEk1AI4Tg--mrJ2A",6420000
"UCRkBwWuLEig7FWaIrGmxZAg",114000
"UCI4xBF2XuSGRMjYyMqbh8Cw",918
"UCfKfcrBw-D-bGgm1HYaETyg",174
"UCRBkeMoYX02w-0qVIKNkruw",2040000
"UCJQQVLyM6wtPleV4wFBK06g",3340000
"UCshZhWW8AP9lH6b1AgGe2XQ",194000
"UCJp_E2Jf_NdWTWAEHWiVTNQ",81500
"UCyzWMHGS7bs0sot6KZk5EZg",68700
"UCSLqz-c2as1EzhiezBS0VyA",99300
"UC2IpFx6L4ENHiX776ZNmaCg",10800
"UCKGt_YfK_Phw9_3FtMu4FtA",1650
"UCWUA2W6LueNy9BSovivFVvQ",58000
"UC21125EylHpKfg2ZFW-e5lw",217000
"UC8rLel5fzQV-pN7pUOF31gQ",2680
"UCqLFMEtmRNcyMmWqaqg70tA",125000
"UCBcay1Du1N6-3t2asQHPh1Q",3130
"UCY_Bq1AF0xvPUjaAqV7kweA",697000
"UCJkBP214wbn5yORcbzgP9Hw",110000
"UCHLyP4MuA-JAFBCwxXOEDdA",352000
"UCGU2127R-uVTviLNik0AcWQ",13600
"UCtq5U9oCPCWKoc-FlAl3nHg",22600
"UC9OABighzB6Qr5OAOm5RLdA",1100000
"UCSlMemxuBOFu6Rz_Al02nHQ",30300
"UCk71IrRQyptFQBL_eEeS1uw",22600
"UCd4b1gxOxjl3cD6DEBeo6dw",460000
"UC5e6jxejMZL3ffHy5ZU-sSA",2180
"UCMIgOXM2JEQ2Pv2d0_PVfcg",942000
"UCW39zufHfsuGgpLviKh297Q",5480000
"UCRdkPI6tCISEX7qVIK7fHLw",899
"UCvpBnIud20uFmVWCcuUPBpA",462000
"UCC1KH9V0ysq6aAHTtgT7wpg",12800
"UCIBNkFKpmUx0R4gDv6wqi-g",87500
"UCJ0uqCI0Vqr2Rrt1HseGirg",28400000
"UCeFrTE5vjLntULqTAkY1d9A",113000
"UCjVTOYcpUrYZhzTW8ErVqtw",95800
"UCw6gnJDEWnYz12JLdNqL9ZQ",925
"UCcXhhVwCT6_WqjkEniejRJQ",2610000
"UCLN8H0cLurGAUgwwufetV3Q",27100
"UC5rmTbtrmS4in6aq3KSwLWA",99000
"UCp9749btHtEwluusvu6xEXw",1050000
"UCzE5rz2KHTFYAkmMksUpPLA",65100
"UCqvEXxPyPRTUdEE_AXBe-tA",33300
"UCLnnZHhxKrwPHu3L3tFZixQ",1340
"UCzHCZXmqIdjqRnpdp0l_T6g",176000
"UCH5_L3ytGbBziX0CLuYdQ1Q",1410000
"UCVUldAejUAkUR5RXIQr8JuA",1430
"UCdTSgFVfKZAQivSEX6Z52vA",58400
"UCTqG3J6bscxWwZQTXVhnhDg",1660
"UCxaJwuEOr3RGZclUcOJn0FQ",187000
"UCdJdEguB1F1CiYe7OEi3SBg",6590000
"UC2lbvN7AfvN_FMc-WcAYsIQ",713000
"UCwbqOKXhYrZEyMcLh4oVEIg",62200
"UCHz1mj7RcZu7Wlj0iHeG19w",594000
"UCaRuyaHshLdq462E9_pLzdA",6360
"UC-HNztluSQSffhIWJTL-LUw",235000
"UC5ZtV3bu3bjSuOLoA6oCFIg",6610
"UC0OoQvqJ-94a6dH3KJqy5Lw",1990
"UCPCnbmlIo8-b8MMFACgMG9A",14300
"UC0vIp6Bzz1SeFNnFFdm_cUw",345000
"UCW_NLYVGF-2hqltH06DQR1g",405000
"UCms2rIXwmMvIpDUU69X0PoQ",5910000
"UCu8piA5BZ8MZ9NHix-5veow",259000
"UCIF7TxK41ezxCZn5AACxB2g",6450
"UCnzWba-pdPcKcM2xA8MExhw",1040000
"UCdqC1GnhKs3aQw6j62uOvUw",57000
"UCDpdtiUfcdUCzokpRWORRqA",691000
"UC7yF9tV4xWEMZkel7q8La_w",2300000
"UC_tw642eXyCSQDor1Ps7ZUg",29800
"UCC8Vl5zMRFkqE1daH2Zxalw",333000
"UCl4DFLcoBHVLOffhtWJnOMQ",123000
"UC4OqEJz6oABzz_7nu29zF3A",475000
"UCRlEFn0L2G_DktbyvN0AZ5A",4750000
"UCD-1jAmL42qnEszozefaa1g",533000
"UCIBJINNTKXHp7fkfpJqcpjw",254000
"UCOQa47a3PTQDTijvkp3A5nA",6880
"UCzIRNLN4XByctLr3tHC1J5w",13400
"UCRNxNw7NYykckiA-A0_zmEA",54300
"UC0U9zqjngihKgn2_8fY-rfw",34200
"UCkd4takjjF1EGD1TKIK2QiA",550000
"UC_-gT7OYiRCK9Sp8SIv9WgQ",119000
"UCqzNTVzoz1hM3oX2muoTXFA",11700
"UCeM0wZ8W4GRebz3zf1lJLuQ",258000
"UCIv0wH_CdWgttwX6B-Cyt8w",517000
"UCtopwTFXl0fYAeiJpMUkMYw",83700
"UCI1ldBnxLnB6qTFHs_IGnpA",319000
"UCcSrNe5CbXOmsF645RYDe5w",5290
"UC6T2ghwEwDseeWYmMD__vEA",9820
"UCnrX2_FoKieobtw19PiphDw",1520000
"UC7aA7SnyAaWYe1gjieRgt-g",308000
"UCK3CHl-6e3hq4gQaz_TOyoQ",3820
"UCylt48Kt8-It5-6BROHhwIg",24700
"UC_Kz-lqd8pAsERh2rzYXEqg",285000
"UC1GJ5aeqpEWklMBQ3oXrPQQ",749000
"UC03uDwvT6Jy2YjYJAsU4J7g",1010000
"UCNGbPFX8UOm7qk6kvnHKr0w",438000
"UCFUWcce_D9zTeRx6L0rasvw",573000
"UCovpbOTYpkZnv1MXgCdkD0w",18600
"UCvFPvlK7c9GoJEU1u3K4JhA",104000
"UCCFNXAI9OJ_EkkrCsCc1CVw",15100
"UCYcw5zZUzT4RixFvb9f1vPg",7540
"UCME81PohuzT1JMCsEtvsD2w",1750000
"UCqp2_p4YjtaTKiHuNZv0mAQ",25400
"UCcftUjNsimynCrKGFolLRKQ",133000
"UCeymXIrIhMYFmCNIlwrl9Lw",835000
"UCaOBuxLi7ZW9fFfiDkKCHsQ",1260000
"UCLhvidUffW8vSUclD7kfrGg",149000
"UC2ehvhAcMB332Bl7DoUiWAw",272000
"UClwddNv0Cr6SIEGkzVK886w",324000
"UCyGi3eCuxko37WB6uUr7LjA",845000
"UCUpC8yomtIEfrTXLjk-wAmw",135000
"UC3KEoMzNz8eYnwBC34RaKCQ",2720000
"UCOHkdM3tnl-50d_rdt6H5dQ",325000
"UC0a0z05HiddEn7k6OGnDprg",104000
"UCGudNqCXH2NvfM-AiGImJug",135000
"UCe7YOgx2vmblbEUUo-JgSnQ",15400
"UCjf9mzqsb9lH7yd5OcBqzsA",130000
"UC68vLenyNyFvfRaf9vbwgOw",28700
"UCrC1vWoWLPcF0xsL_dEmI1Q",12600
"UCS_GhgENuLT3xLr55fvImJQ",54600
"UCzC-rZ8G10QTu5BcA9pgr0w",14000
"UCvXhfdmgK8GNJmeActsCzTg",138000
"UCkQ66BfSnVf5RD84PB40uMg",9310
"UCQTG8qMHYFjZjAXlcItDe9A",1370
"UCK6RN35k1kjiT_CPlDNXmhA",5310
"UCa2QdPhv3uTZNip9SCwjWsQ",17900
"UC70Dib4MvFfT1tU6MqeyHpQ",26000000
"UCkFQgLAMPLnB0_BEyGJmB2g",33500
"UC0L6G_voDVh1Te2TO8OVCoQ",10400
"UC5TJ3Q_53TNKF6HlUflT3gg",175
"UCgRBRE1DUP2w7HTH9j_L4OQ",559000
"UCK9NEAW9f4qYpgINljvZyPA",97
"UCIcXK1CI8URMIqNO_1cehiQ",3240000
"UCgtZAJ912gdCIlmQ74MvXFg",6500
"UCuX0kICVNkTBynekl9VvayA",43900
"UCt9a_qP9CqHCNwilf-iULag",7410000
"UCBpmDJ7mNqvKQ1BtRgY8H7w",138000
"UCcnmdAX1OZdebVjadOlYbUA",7140
"UCmfL3hIirv4eU-JdtwcvPKw",258
"UC2u79W6Y9wqsg4jkvOE1SCQ",46900
"UCe-JxF0KR0JDvFCMAtd4_XA",83500
"UC5iNSo8ml7fq31t3K6m5Vgw",122000
"UCx0eWVgysgQvOkbCvNi5SeA",106000
"UClEBMgSa3swTFGEsvrpRWaw",336
"UCz1hQ68G3XPVYEBoFDgSjcQ",2190000
"UC9RKqI3GeK_fdHdQyaB5laQ",15300
"UCKPZeyJdBLioc3xqnnadgvA",333
"UCO4AcsPKEkIqDmbeiZLfd1A",2020000
"UC13mSI38YWz5zfvxXDPpePA",843000
"UC40b7cthPnPrkM7KgrN6BzA",1060000
"UC4-7BXqvKC20gVA6-SOP7BA",843000
"UCJW2fW_FTIVdCI5mDGlbYow",35500
"UC48pE7QE4NZFTCsHT-IRxJw",1170000
"UCiio0ydw439X13KyZgMIcHw",412000
"UCzcaZfAmCJlCSoBOiNWx20Q",70500
"UCubpQU3GuHz4InlOpzeaUnA",21800
"UCKyr3xaptcAaPQo_JkHPdQQ",13700
"UC7NzJRxE9PkhDuKBQ3jULew",2380
"UCb72Gn5LXaLEcsOuPKGfQOg",569000
"UCbbS1GE942k3UVqpLklyhIA",2910
"UC9k8rMR-8N6BVY_0DLrloKA",17400
"UCruQg25yVBppUWjza8AlyZA",626000
"UCEEt5cNUiE6LtrjYTGSgEZQ",63100
"UCAepgd8RQOrLhJcN46xIA5w",1850
"UCbIHXx0FVQCXG1fhkgnJINw",287000
"UCxMXl9L79X1Mq_4iwCOyPFg",378000
"UCkBS_xU1WQ7FVsDoQ_OPeDg",401000
"UC7jF7y7PqrEdPwotd3OFHyA",1490
"UChPSzrw4gma3uQOQoAIrrzw",32200
"UC-LeIYApj-NTHYGAzU4cPBQ",125000
"UCxm10NbD7LF1fVYcbHbcbXg",862000
"UCAfKt9xqe21BmCly9YppGOA",384000
"UCoSwRgn1R8fPBNI-c4yjWUw",412000
"UCooTLkxcpnTNx6vfOovfBFA",1150000
"UC9HUPC-qo7mUfW4ofckWWNw",490000
"UC084FSD0cO4ZOS5SonULRCQ",464000
"UCsxS7yzZC9gKYcgL4pvN3rA",149000
"UC-pkCUlaRDMA--8LTWQDuHA",712000
"UCnkp4xDOwqqJD7sSM3xdUiQ",1770000
"UCyabCqc2M3J9HItEroLOTvA",1020000
"UCoKweTwEeA-D9vuSVw_Z_DQ",670000
"UCvadmr6TMj6Jspmq6KDDLQg",198000
"UC-PLIhGUU_pCJAXKPItLjHA",263000
"UCIyIoM_Nd8HtY19fuR_ov2A",887000
"UC_vRow-5SacIB2W-35XHK7w",5480
"UCdMQEwXqrmCI70zSCO8cWVg",59
"UCo7a6riBFJ3tkeHjvkXPn1g",1280000
"UC3fAY1SwSXZUOzLECoXhthA",172000
"UCT5kqSGPJF8aFTyO_4bxN3Q",513000
"UCnxTRk2K1iNsQkgpWXxyj4w",38300
"UCNZty_jKwN_LJ6oNBcDlWig",44100
"UCmHvGf00GDuPYG9DZqQKd9A",199000
"UCE5dIscvDxrb7CD5uiJJOiw",207000
"UCmdmsgkf4KcY5-lwCEiVhRw",66500
"UCAS51Mu9SV-D5x4mgkQovyg",5630
"UC4Kn9IrfDqDyeSp_4F1ag2Q",38100
"UCpdcZjHfs243afwvbV_pcrQ",2020
"UCE9Ou-1a1nNn784pHPhKghQ",10800
"UC7Q4rvzJDbHeBHYk5rnvZeA",456000
"UCBvKI8qrm4B1I1N6Ka62UUg",374000
"UCifWD4FBa4eaKK7HLF0PlTA",1740000
"UClbZahXiEFVawqXjhVoh3iw",46400
"UCJyEqOKb6pbDuCNW-B6JLgA",181000
"UCVhtkN7-c8mA8GXEoxS4YQw",257000
"UCFNHLC4euNaQGDmIokMugiA",4970000
"UCAjA4SbeRNqig8NdNszDBsA",260000
"UCyd65pVw5LedPib6vPKjJww",1140000
"UCd-swDW3HCs4LTZhq8Cf7Fg",425000
"UCdKTnvHFf67M1UrW3qbe-Dg",1590000
"UCBds9k2jbzHldPVEn6rSayQ",153000
"UCT4Jg8h03dD0iN3Pb5L0PMA",4270000
"UCNMYmV_EJWUtonmzfWQhtqQ",43100
"UCGthbH5_Nf_hJr-5CJIhjtw",10700
"UC8u_CRftWecLBsBejIvE6NQ",2890
"UC4sKyXS2iwJGWlvGKdDCLbQ",513000
"UCTU_wC79Dgi9rh4e9-baTqA",456000
"UCH26mxliXrzmP2c0WB-1JSQ",99200
"UCjEozQZ7jNYRT5KWf5sb7FA",39
"UCkfL6ktRAs_Amv-Jf-UZiSg",201
"UCG2H8cxLeYSZJBW5fh7OzRA",5800
"UCnRXwIiUyy1Jk3eviwPTdNg",455000
"UCgzX5eZ1DYJreo2fQONoRUg",78
"UCmKtn_HvpfbTu3QV4lhJIMw",381000
"UCBOd5KMWdkVPc70RWw5GmbA",350000
"UC8m0c5CWRhKjlMMBdLC4HMw",35500
"UC4ChLnD_9s4b778tF3BUBIw",541
"UCUV5-V-QKR3tUTkKE1X_QMA",585000
"UCpwix-O6ceqMgdxhqIynzFA",161000
"UCputzRDeqBi_NHycL2HBIBw",54200
"UCijepg0QMOhURL3HLKKPjuw",1140
"UCayQxFAoFCvGariuQCtHRGQ",4060000
"UCae9u1pNGzaklyZC8OKkeCQ",69800
"UCz6XquIbM5OcfK7r3hQQCXA",917000
"UCtVGGeUqfVHOK4Q6nAwYO3g",975000
"UC8Ch40k7gSxNOCSnU-cmnwg",1720000
"UC21-oR5fblGXRLMduXe4mkg",546
"UC4_bwov47DseacR1-ttTdOg",3990000
"UC0j4RPLcdNCVJPdEL-Q7m9A",21000
"UCEFY_ZrVOs4-XcKQx-cZiJw",835000
"UCCNXRyJ3ezEhkW-bAawG1Ew",196000
"UCFCdKKJ3fPWujZVndqUdziQ",495000
"UCKf9HnCPPruSw8NC4DUIgHw",2230000
"UCXwtXySrDpBDMyDd3um1vEg",384000
"UCR-ac402_hqhoYJf3Jrx-MA",81100
"UCpPLxYC6uNNfNrSQokButSg",66800
"UCiFyJ_EBmF2XJuR9buWE_3A",4050000
"UCsEbwT3FHpAey6prlu7tNhw",249000
"UCn6UMS98Ox-B3jkSWlweJ2w",120000
"UChV3NHKFYgxe4k1ajuk_bbw",336000
"UC3OzKEEzErsilWNAuKOKv6g",68700
"UCmoDMUwE27Q34IqE5O2D-8w",456
"UCuHN9GwBsqyarVSMXE46zvQ",123000
"UCQZi2YXSxc6BSK4mZHql8ag",15900000
"UCaIswiqbPnwmwRvcJwwpXhw",89500
"UC4DxaTVFBBxhXPqZFaXU9yg",134000
"UCIjSUWHWp6KohfnR5OQTXnQ",535000
"UCZjpQm2tj4u2HfhSNrIYmEg",140000
"UCifMPWjBEu7rYx3CVdkjiWA",68400
"UCmcDKhbOP-ILP6Dx7WG399w",8410
"UCG5ogD_mZ0k8xr3HlD-09eA",35100
"UC2HNqPgeKtVr2gZmLeeIk3g",1820000
"UCk6E3UBM7PFoQjjTM99fzLw",445000
"UCa98aY7eenHS_YhehF-vuEQ",62400
"UCILkuWyFMY4GlmE5Ke-CvvQ",1160000
"UCf2NVLCLJtVhuxJah1A00eg",2850
"UCqeXMnAG9VCSQcxLR-F2mKw",622000
"UCo9xl4LtXSbsywS_J2n4iUQ",78200
"UCRflwsKvsCINRlHPs1CQDig",65700
"UCXUJJNoP1QupwsYIWFXmsZg",11500000
"UCd6MoB9NC6uYN2grvUNT-Zg",739000
"UCrjliuC6PeXJ4P8XYl_iETQ",197000
"UCSiPjfAJBgbFlIUsxOWpK0w",1790000
"UCAvm8jHWe-8K2kZK-7ynIHA",120000
"UCmxp6LjQ5LHssP4iO17mm6Q",13600
"UCvyTdLw8SkVmUcHYXSDEGwA",4450000
"UCr3cBLTYmIK9kY0F_OdFWFQ",4020000
"UCCqEeDAUf4Mg0GgEN658tkA",2040000
"UCJIfeSCssxSC_Dhc5s7woww",1210000
"UCqyb2Fnwnd-bmfX9qjGKmUA",25500
"UCXlDsYe-QtRuEGRm_aci1ug",506000
"UC6AOXTKZg3TVS-uZUf1r_4A",133000
"UCdaadVDmj94zKGKJkpe8yuA",5550
"UCJ6z_yj_dDNrhn-c8ZyKV4g",1130000
"UC8wNWhJgvZJ09s9Q_wEh4DA",8530
"UCVlCjyG2rhEejXcIysbuq-g",529000
"UCRZSTf9laa2wkHPOaiOoldA",2190000
"UCExJp4pDt_ZX4BSlmdY39eQ",77300
"UCKqefVgoLEARsDxuOrG2Kjw",12500
"UC1nw_szfrEsDWcwD32wHE_w",269000
"UCQSA6pCffm7epqxFqouL0Xg",111000
"UCl3nu5Dtkxe71i5FlNqxxdA",7530
"UCzIeQigppw53--L4Yrwe4tg",3430
"UCeOe7rLj6o_6w8OxuIwxOxw",1420000
"UCaQyfI2ViHt86Q2EpA-Op-w",1860000
"UCxej9nPf6TqFyfsiez1_P3w",250000
"UCFpxyPBzKT3kiSp_0um4hMg",1920
"UCI9tBPaYZ8kJEU0PaQLWfEw",1810000
"UCzi3g9ade6lq-nGjShQOJJg",456000
"UCrqcO8Vh-nM2fWFZnT1ss7A",166000
"UCrZAJcWjwQlsc2_gqUN0feg",63000
"UC4oVjJptcsvtgIMrdIUQYlQ",2860000
"UCso1a1_F6V-1AF5VwHW9XGQ",1660000
"UCZD0qjZUZzkQcgfbrmoUnXQ",396000
"UCJ-rK_vd0Pw3J8kOjfW_m8g",1570000
"UCim0ZIz8SAQGPvg4mJHG3JA",2360000
"UCh13rzqPKn5c24RU9tLz_TQ",40600
"UCn30AfunmqHBknhKTtU4yCQ",541000
"UCY7llLDYDeEQWnImQfUk-GA",9660
"UCgpRORu9JQFC_jtQeQ99hBA",621000
"UC3zIehcse5c7xRdE-baFVfw",160000
"UCWiouD4y2vb8jBeV9Xui_5w",4460
"UCL25b0Li-7BgYGsjAqIqVrg",33700
"UCCQAt0ipBbsOOIFpIDu9z2Q",826000
"UCdVXk-iDlcz0E3fNRjfivWw",384000
"UC0qOFuqDBXb1J3K0QpNnVKw",1230
"UCN9b_n-XPUhKsydbT60v2JA",206000
"UCru70Xx0SECucd1UloeWbZg",17600
"UC_MXNS3qkraCAEebdScjAPA",684000
"UCUG6rn3QMETve9cjGLtDLxw",19100
"UCe0EaCUquEbwZ4pfJnSKcrg",300000
"UCZqgRlLcvO3Fnx_npQJygcQ",828000
"UCPvfuc61mrd1sd_ckJOJG1w",5350
"UCBAWM8aTRUjsKb3unZo4uqA",4390
"UCcadjKOwi1MLRlXb78aGx-Q",418000
"UCsE6xGOoD864GEZpBKpXHtw",175000
"UCbBqRECzd7RH1A_9lyI3jig",1570000
"UCecIOBvj1k5dwh_WVtsE7kg",355000
"UCx2rQZKvhBggjdQHgXRASAg",958000
"UC1MwJy1R0nGQkXxRD9p-zTQ",850000
"UCG3cxNqTCu5dh-WLzfzXPSw",170000
"UCwX5XbsgVtWivaZqLUzy7Eg",78900
"UCObk_g1hQBy0RKKriVX_zOQ",4100000
"UCv2ejD5B1xOYtGB2cf80B8g",1480000
"UCHD1l6D0KfLW0KY8GMpPxlA",32300
"UCQUdAd7Eb284Ws5tGEKdHng",141000
"UChftTVI0QJmyXkajQYt2tiQ",1120000
"UC-vdzV9IVeIsp0YSCm16CkQ",568000
"UCMo9DQFliPGrvpXUamG6IdQ",107000
"UC_lpWLf3sODnqkdTEZCaGAA",84
"UCY73sX6sW1tZsU3uKv6OJbA",199000
"UCfb7zeNz_vP_EZoDrRCkXpA",4850
"UCpNkmB_tDOJ2-SBEL6-MoQA",48
"UCWqrarUk6pPcuun-thgpuWQ",79100
"UCl7pU84BtlZ8Lr9K39csQ4w",2120
"UCXhAHm2n8LSAtyf6ATnoC2g",199000
"UCaGFIfN2Q2ttpV6FIkJMTaQ",2240
"UCqU8iHGQ4eYvaH0GUQy3uAg",1720000
"UCNOUTy_TWRJzAaSfIGserkg",4570
"UC6ARUw6neVd4XsgzF5wfLpg",19400
"UCFiswEI_awoQBRQ1JK6v0cA",125000
"UC5E0wgsW3JyQEP-DLkGwI2Q",872000
"UCCwfRj2zwwmPfphv4Hh9weQ",2360000
"UCDMHyBFbyJIKFiEwHty-u5Q",1650000
"UC_8JxHQrJHC4rUsBtoPY4wQ",2190000
"UCamANU3elZ8y6v9OFQNVscA",65200
"UCkAsdQZolgJdKmZ3T3zn-dA",239000
"UCTQnU1zyhvwscc2P5QS-tLw",41400
"UCWICXNlSLc7eeNazpzUZcLg",7890000
"UCc1l5mTmAv2GC_PXrBpqyKQ",11700000
"UCFVM_zMWzOCMaQii3fCnCKA",1320000
"UCtH231tTI5ok9ptih-JJxLQ",73900
"UC39g1a7JBFl4NEISqKvyN3g",38900
"UCMV3pzWIhJGLYzoHyxBjjNw",71300
"UCRjsv4AEkR5l0i3SCzvQRDQ",32200
"UCT2UUebPuLke_BShrDh_YEA",1710000
"UCi_T2R1AzOCun4-PI4Or2ng",1210000
"UCde8qS_H9OYuoPQAu7GjhlQ",7010
"UCNGiT6OlFTQz9Fppa1tNZ3Q",1280000
"UCvc2CrPTA4F1i8kfJIbJt6w",709000
"UCAUQJ7GwhlYrhqRVQvA1gEw",260
"UCTzLRZUgelatKZ4nyIKcAbg",1850000
"UCJwMnFWQHYbnMxR50suX8dg",5980
"UCh2aTKSbIyxpnOsbHsmV-ig",530000
"UCroNr00O68n25IqSNapMK8w",2030000
"UCpInjhuJ1WUekcFeXPPyGGg",4640000
"UChnxLLvzviaR5NeKOevB8iQ",440000
"UC7BE9QNju4NMgDDL75-uj2A",237000
"UCGS7JFm3MoztDFGqI_dyVzA",1980
"UCpPw9Zmq8aTRV3KCCyiRDPw",422000
"UCFhUumuHyYL-mAXSeZVbqMg",489000
"UCr3-TqW_fP1iGdA0om2lchw",132000
"UC1H4DHSOO02Yvz-IKiLxeVg",10800
"UC2ZjYZXRW77Q-eKTWwFXO0w",3100
"UCZ-82C3qScUperUfu2mXU-g",144000
"UCiEEF51uRAeZeCo8CJFhGWw",1580000
"UCOCrmZXLcGkf_51qxzO319g",12000
"UCMbTstoKs8arVwhb8ysL6cA",574
"UCa74BvpDjd7t60Do1zlKahQ",8800
"UCjX3CVVmXkH9k8ilVaNn5MQ",1570000
"UCry2gCVdntv6r661sKUiKXw",312000
"UC-urfOFzEh4lqrZ50WYhHdg",19000
"UCQNbfWASCZedLPFChbJ6AEg",1270000
"UCPjINt_H-mAQBIxGJU68jyw",10200
"UCVXOqoOCYbi-iXChKAl6DTQ",94900
"UCmkgg5el8Fg3IX_baZyfSaQ",2930000
"UC-d0oMVlMtIuC6ljiONv9DQ",4620
"UCXCLaaClAWQiTkl3pw9ZdLw",240000
"UCyPFPnhDYQvYJyo6sr6IkEQ",15600
"UCNLgp2Ewml3Gp5fT4uh3raw",1210000
"UC5QjibX9jYUAZGE9diXpiKA",4010000
"UCho9vBaMxSJd2DjY_yMl8sQ",35700
"UCT3wF21Qx0d0HmuiCzji8Lg",156000
"UCO_RC-EuZVTkxm5e8ek1zvA",2550000
"UCdcUmdOxMrhRjKMw-BX19AA",7430000
"UC8MR0wSTbzs5Yo7DgP04P-w",5360000
"UCwOpx00xWSPYCWEhZdh68Cw",72100
"UCyf54PkEmWgy3TulfgjBW4Q",309000
"UCKhWYPQDu67IuulAn4rttaA",33700
"UCCMmQL-vnesPgITP76WdUeQ",13400
"UCQcz8FRgRVCjMTjnKBb1Tig",26500
"UCHuJB1S1PvBmfLhRas8eVFQ",98400
"UCJ19b29zfa0bXzDfK1pZvVA",2400
"UCZ35ID5nx3CXcJ2sNvCvL-A",234000
"UC2qWNZt3JnXlwJe6elnWQQw",214000
"UCPQN9dk1cE-lX-h0XhHVWNg",433
"UC513PdAP2-jWkJunTh5kXRw",806000
"UCXgJdlvd4_upeff1AFg5IKA",10700
"UCMvWPTqO9riBIHdB3U59ObQ",88800
"UCGBKH62wY4a5nZhsWCD0EYg",8330
"UCUL_QMvC1QfgfHzsJHfLWPw",1050000
"UCDDgfKQE3eaD1H08VHRAfig",3320000
"UCVwnJjpK8U2DVZjWZKF7ovA",209
"UCBFVRZbmJYOaCQFSnTAFmvw",4000
"UCU7PHqOWq7ntvp-qU5a4BQw",30700
"UC47GYldzidLb_N70Wp4tutg",341000
"UCj-Mjn68ap6Hgj6sxp2rpRA",712000
"UC9oxLkcXd_EVcTg1T5aSMgA",50300
"UC5Vg_NW3hg77VROOgURDmPw",32100
"UCeaMWfo8kwdbLIl0RyuwVoA",221000
"UCuNgNRHKIiudXKPbTlvh0Pw",2250000
"UCvEq9e3q3yb-qXge2ALgzCA",139000
"UCa7nN4PJjPLYoAAKp-JrX2g",589000
"UCFYCHF8PBVlcAyCyWz3bDQg",556000
"UCBSs9x2KzSLhyyA9IKyt4YA",1660000
"UCKylotCdsOzQLqAFltB46TQ",1200
"UCtc2KycB2DarenRrJCA55bQ",1610000
"UCMw2QZuFUZxfFAFZ0hOLrZg",3730000
"UCqDbZac1bo_WEPau9c5R5WQ",5710
"UCYgHrYZsxcHa5qE5Zvv4wNw",174000
"UCiLmaoD14GqzKGmZjoza9MQ",45600
"UCmRbHAgG2k2vDUvb3xsEunQ",2220000
"UC4-vKxHyOT7BICWqDZ7EsUg",94000
"UCflpy-GNxlahbdRdN5CRUsA",2700000
"UCCyJ08FwnuhEvsT7QSrWBhA",124000
"UCqSBU8IFhBlEjDUvilNNgbw",27700
"UCuNXr0Y4_ILuAYykBE4wCwQ",40900
"UC_UJdqZuFhRXfeYXYrhwgJA",2070000
"UCugoXM-j2eTcTopmfvk0DdQ",9560
"UCZoC-XeDO7HxbAdeCaRPPCw",1980000
"UC0pjwUgVps1fjmI-YICCjyw",19800
"UCcaTZwze0g9lqTilBkX3HjA",68800
"UCb6bGbsFU3mUamVxWO-0J2g",273
"UCyncm2sfdZ9fZa52NiJhtSw",67300
"UCef1-8eOpJgud7szVPlZQAQ",6980000
"UC_KsdoUf7rwUg5FKAbaPfiA",3710000
"UCflTI_nq4yyQK3B9UITRJFw",136000
"UCOf4Zo_LviFPUiDDHu8W20A",5540
"UCc3auP4KRed7dDBQEtYslbw",146000
"UCEnaoRpbxiSbAhBkuvODGpw",2930000
"UCoUr6VTqEowkmFzeAMjgTgA",268000
"UCh1kPkcHexFmvjI_U_wg-7w",1330000
"UC6k0_1ihNHnNsGl_w-GMkXA",26
"UCN7YDbd_UqbDSOi4CzokI1A",16200
"UCoEmptob-eEGKk18c2VplJg",5520000
"UCoO47-HWkXFH_1HAiSNCRKg",19000
"UCiUluHrMEB1XTqWXGi_2dEg",13200
"UCGie8GMlUo3kBKIopdvumVQ",6610000
"UCOy3D05IP7icBEmP4J0q3Ww",110000
"UCBXddEH8qTp6Q3EV4GKR8Hg",510000
"UC2mP7il3YV7TxM_3m6U0bwA",4260000
"UChnNAI6ufyKtF__Lo4lusdw",156000
"UCpFC1R_aZOH3AfCuEMZrJUQ",18900
"UC3prwMn9aU2z5Y158ZdGyyA",2390000
"UC3tte2KB30fSzIQycQZQJ4w",36300
"UC3nfGW231Zd3VyYrBBGhYXw",28600
"UCVC5-Y6ez4sk3mtbUmN-SUQ",1760000
"UCftcLVz-jtPXoH3cWUUDwYw",2380000
"UCeZOywU-zg9j3SxYG0FdLtw",1420000
"UCqsE35Pmg-KpFlodjkJ7dpg",11400
"UCWf6fxz4OrF3woGgou8BBpg",69400
"UCkrTjAKnw8imoYTZn57MQHA",2290000
"UCDXv3XxJ2RsaYqbGgX135Wg",771000
"UC6xDNUivFkBT2zhUPFANfbQ",40200
"UCYEcRcwNhGS3fAYVrOneFew",335000
"UCeRmxPZGR7AeyCBB4yy8S9A",7620
"UC5ZiUaIJ2b5dYBYGf5iEUrA",11400000
